"","id","name","host_since","host_location","host_response_time","host_is_superhost","listing_count","neighbourhood","property_type","room_type","accommodates","bathrooms","bedrooms","amenities","price","cleaning_fee","minimum_nights","maximum_nights","number_of_reviews","review_scores_rating","reviews_per_month"
"209",629814,"Diamond House -2- Victorian Jewel","2012-08-01","Boston, Massachusetts, United States","within an hour","f",2,"Jamaica Plain","Apartment","Entire home/apt",4,1,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Gym,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","$225.00","$100.00",3,365,8,100,0.21
"210",1222327,"Cozy, 2 bedroom near medical area!","2013-05-31","US","N/A","f",1,"Jamaica Plain","House","Entire home/apt",4,2,2,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer}","$178.00","",7,365,2,100,0.12
"211",10299047,"2BR in eclectic JP neighborhood","2016-01-01","Boston, Massachusetts, United States","within a few hours","f",1,"Jamaica Plain","Apartment","Entire home/apt",4,1,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,""24-Hour Check-in"",Hangers,Iron,""Laptop Friendly Workspace""}","$175.00","$20.00",1,1125,13,94,3.12
"212",9463444,"Cozy, bohemian Jamaica Plain studio","2015-11-13","Boston, Massachusetts, United States","within a day","f",1,"Jamaica Plain","Apartment","Entire home/apt",3,1,0,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}","$109.00","$25.00",1,1125,16,100,4.14
"213",6465075,"Spacious 5BR Condo Near Metro","2011-05-28","Boston, Massachusetts, United States","within a few hours","t",1,"Jamaica Plain","Condominium","Entire home/apt",10,2,5,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$383.00","$250.00",3,1125,20,94,1.28
"214",8932377,"Queen size bed in roomy 2 BR condo","2015-01-12","Boston, Massachusetts, United States","N/A","f",1,"Jamaica Plain","Condominium","Private room",2,1.5,1,"{""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",Breakfast,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}","$90.00","",1,1125,0,NA,NA
"215",9577988,"Spacious, well-located 2-bed apt","2011-05-04","Boston, Massachusetts, United States","within a day","t",1,"Jamaica Plain","Apartment","Entire home/apt",6,1,2,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers}","$99.00","$25.00",3,1125,23,97,2.48
"216",9971054,"Cozy Room In JP","2015-12-13","US","within an hour","f",1,"Jamaica Plain","Apartment","Private room",2,1,1,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$50.00","$20.00",1,1125,9,91,1.65
"217",7348110,"Luxury loft w/ beautiful city view","2015-03-17","Boston, Massachusetts, United States","within an hour","f",1,"Jamaica Plain","Apartment","Entire home/apt",4,1,2,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Shampoo}","$300.00","$50.00",1,1125,16,93,1.15
"218",7790454,"Vacation Rental","2011-07-25","Boston, Massachusetts, United States","within an hour","f",2,"Jamaica Plain","House","Entire home/apt",6,2,4,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets Allowed"",""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials}","$184.00","$200.00",30,60,0,NA,NA
"219",3021446,"Priv. bath, breakfast, parking, puppy, T in hip JP","2010-04-24","Boston, Massachusetts, United States","within an hour","f",1,"Jamaica Plain","Apartment","Private room",2,1,1,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Pets live on this property"",Dog(s),""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron}","$80.00","$25.00",2,7,107,92,3.97
"220",7708436,"Your own bedroom, sitting room and bathroom near T","2010-09-16","Boston, Massachusetts, United States","within an hour","f",1,"Jamaica Plain","House","Private room",2,1,1,"{""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",Heating,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}","$85.00","$25.00",1,10,26,97,2.09
"221",11514237,"the apartment in the sky","2014-05-06","Boston, Massachusetts, United States","within a day","f",1,"Jamaica Plain","Apartment","Entire home/apt",2,1,1,"{TV,Internet,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,""Laptop Friendly Workspace""}","$150.00","$30.00",2,1125,10,98,1.92
"222",13363171,"Colorful artist home, prime location!","2013-02-24","Boston, Massachusetts, United States","within a day","f",2,"Jamaica Plain","Apartment","Entire home/apt",2,1,1,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""translation missing: en.hosting_amenity_50""}","$100.00","$70.00",1,1125,1,100,0.46
"223",11946029,"Quiet and comfy in Jamaica Plain","2015-02-02","Boston, Massachusetts, United States","within a few hours","f",1,"Jamaica Plain","Apartment","Private room",2,1,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Heating,Essentials,""24-Hour Check-in"",""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$100.00","",1,1125,8,93,1.54
"224",6019555,"Clean Comfortable Room in Modern Home Near Transit","2012-07-02","Boston, Massachusetts, United States","within an hour","t",2,"Jamaica Plain","Townhouse","Private room",2,1.5,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",""Hair Dryer""}","$84.00","$20.00",3,1125,31,97,2.04
"225",12052288,"The City Cabin - 2 blocks to Subway","2015-04-21","Boston, Massachusetts, United States","within an hour","t",1,"Jamaica Plain","Apartment","Entire home/apt",4,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$130.00","$20.00",1,1125,32,98,6.36
"226",9676551,"Urban oasis, wonderful location!","2014-10-07","Boston, Massachusetts, United States","within an hour","f",2,"Jamaica Plain","Apartment","Private room",2,1,1,"{""Wireless Internet"",""Air Conditioning"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","$76.00","$5.00",2,1125,84,95,9.55
"227",12789527,"Private room, Boston with breakfast","2013-04-17","Boston, Massachusetts, United States","within a few hours","f",1,"Jamaica Plain","Apartment","Private room",2,1,1,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Hangers,""Hair Dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","$100.00","$9.00",1,4,1,100,1
"228",12855005,"Lg rm in beautiful Victorian","2014-02-11","Boston, Massachusetts, United States","within an hour","t",3,"Jamaica Plain","House","Private room",2,2,1,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,""Family/Kid Friendly"",Washer,Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$70.00","$25.00",2,1125,7,100,1.78
"229",1631942,"Sweet penthouse in historic Boston","2012-11-14","Boston, Massachusetts, United States","within a few hours","f",1,"Jamaica Plain","Condominium","Entire home/apt",2,1,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$125.00","$60.00",2,1125,18,96,0.62
"230",2884903,"Private Room, near JP Center & MBTA","2014-04-26","Boston, Massachusetts, United States","N/A","f",1,"Jamaica Plain","Apartment","Private room",2,1,1,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}","$70.00","",1,1125,6,94,0.21
"231",14868157,"Charming room, in hip JP near The T","2015-04-02","Boston, Massachusetts, United States","within an hour","t",3,"Jamaica Plain","Bed & Breakfast","Private room",1,1.5,1,"{TV,""Wireless Internet"",Kitchen,Breakfast,""Indoor Fireplace"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}","$75.00","$15.00",1,1125,0,NA,NA
"232",13344433,"Sun filled modern master suite and separate den","2014-04-04","Massachusetts, United States","within a few hours","f",1,"Jamaica Plain","House","Entire home/apt",3,1,2,"{TV,""Wireless Internet"",""Air Conditioning"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}","$170.00","",2,14,9,98,3.75
"233",40601,"Private room & bath - Jamaica Plain","2010-07-20","Boston, Massachusetts, United States","within a few hours","t",1,"Jamaica Plain","House","Private room",2,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$95.00","",4,180,55,100,0.75
"234",12033661,"A quiet and sunny room","2013-01-26","Boston, Massachusetts, United States","within a day","f",1,"Jamaica Plain","Bed & Breakfast","Private room",2,1,1,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Pets live on this property"",Cat(s),Heating,Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$70.00","",4,1125,10,100,1.99
"235",6298216,"Fun Location, Beautiful & Spacious!","2015-05-06","US","N/A","f",1,"Jamaica Plain","Apartment","Entire home/apt",6,1,3,"{TV,Internet,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}","$299.00","",1,1125,0,NA,NA
"236",12868343,"Charming & Quiet in Jamaica Plain","2012-06-26","Atlanta, Georgia, United States","N/A","f",2,"Jamaica Plain","House","Private room",1,1.5,1,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""24-Hour Check-in"",Hangers,Iron,""Laptop Friendly Workspace""}","$70.00","$30.00",3,30,0,NA,NA
"237",14474750,"Entire Third Floor with private bath.","2016-06-23","Boston, Massachusetts, United States","within an hour","f",3,"Jamaica Plain","Entire Floor","Entire home/apt",6,2,2,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$155.00","$20.00",1,90,0,NA,NA
"238",6921672,"French Country 2bd/2bth Heart of JP","2015-06-20","US","within a few hours","f",1,"Jamaica Plain","Apartment","Entire home/apt",4,2,2,"{TV,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}","$250.00","$100.00",1,1125,1,100,1
"239",2219399,"Sunny Private Room and Bath in JP","2012-01-18","Boston, Massachusetts, United States","within an hour","t",1,"Jamaica Plain","Apartment","Private room",2,1,1,"{Internet,""Wireless Internet"",""Free Parking on Premises"",Breakfast,Heating,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$115.00","",2,1125,49,95,1.73
"240",336960,"JP Green House: Simple and Private","2012-02-07","Boston, Massachusetts, United States","within an hour","f",2,"Jamaica Plain","House","Private room",3,1,1,"{Internet,""Wireless Internet"",""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}","$70.00","$20.00",2,7,145,92,2.62
"241",336946,"JP Green House: Garden Apartment","2012-02-07","Boston, Massachusetts, United States","within an hour","f",2,"Jamaica Plain","House","Entire home/apt",3,1,1,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$135.00","$15.00",2,30,68,93,2.35
"242",6644330,"Qn BR/deck/Jacuzzi/Superhost/JP Ctr","2013-02-09","Boston, Massachusetts, United States","within a few hours","t",4,"Jamaica Plain","Condominium","Private room",2,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""translation missing: en.hosting_amenity_50""}","$120.00","$80.00",1,1125,5,100,0.39
"243",6939162,"Unique Loft in Central JP Location","2014-06-04","Boston, Massachusetts, United States","N/A","t",1,"Jamaica Plain","Loft","Entire home/apt",4,1.5,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials}","$130.00","$45.00",1,1125,12,100,0.82
"244",13640138,"336 Centre St Boston!","2016-01-24","Boston, Massachusetts, United States","within an hour","f",1,"Jamaica Plain","Apartment","Private room",3,1,1,"{""Wireless Internet"",Kitchen,""Smoking Allowed"",""Pets Allowed"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""Lock on Bedroom Door"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","$29.00","$10.00",2,6,5,88,2.21
"245",12593295,"Beautiful bedroom, cozy atmosphere","2015-11-12","Boston, Massachusetts, United States","within a few hours","f",1,"Jamaica Plain","Apartment","Private room",2,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$68.00","",1,1125,9,91,3.29
"246",10004575,"Pondside Spacious Condo","2012-08-01","Boston, Massachusetts, United States","within a few hours","f",1,"Jamaica Plain","Apartment","Entire home/apt",6,1,3,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$300.00","$135.00",1,1125,9,97,1.45
"247",12855343,"Small, sweet, single-bed near T","2014-02-11","Boston, Massachusetts, United States","within an hour","t",3,"Jamaica Plain","House","Private room",1,2,1,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,""Family/Kid Friendly"",Washer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$50.00","$25.00",2,1125,22,95,6.11
